name,created,addresses_road_name,addresses_start_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,type_of_contact,phone_number,hotel_Rating,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y,month_created,year_created
Hotel Mimic ,2012-03-22 13:31:06+00:00,C Arc del Teatre,58,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,933299450,2,43084121045951504,4580776621700620,4137553782037470,21729667610950600,3,2012
Hotel U232 ,1984-05-29 22:00:00+00:00,C Comte d'Urgell,232,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,Tel.,933224153,4,4288569864216620,4582351878915070,41389552632018400,21490560076474600,5,1984
Hotel  Almanac ,2018-07-12 08:30:09+00:00,G.V. Corts Catalanes,619,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,930187000,5,4305523149241250,4582446586343470,4139055379413720,21693209608633700,7,2018
Hotel Grums Barcelona ,2011-05-19 10:22:31+00:00,C Palaudàries,26,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,Tel.,934420666,4,4307639272729320,4580475947620100,4137282309088770,2172077005791580,5,2011
Hotel Acta Voraport ,2020-01-20 15:19:46+00:00,C Ramon Turró,196,68,el Poblenou,10,Sant Martí,8005,BARCELONA,Tel.,935955560,2,43330613797385504,45833780218111,41399176057604096,22021543339735700,1,2020
Hotel Yurbban Ramblas Boutique ,2020-01-20 15:30:45+00:00,C Rambla,129,1,el Raval,1,Ciutat Vella,8002,BARCELONA,Tel.,93 317 48 98,2,43060846850412800,4581836692306260,4138506551814920,2170062420542050,1,2020
Hotel Acta Atrium Palace ,2003-05-09 11:13:42+00:00,G.V. Corts Catalanes,656,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,933428000,4,4306695067763160,4582489171952010,41390947459353600,21707177028670100,5,2003
Hotel Catalonia Barcelona Plaza ,1996-09-17 22:00:00+00:00,Pl Espanya,6,15,Hostafrancs,3,Sants-Montjuïc,8004,BARCELONA,Centraleta,934262600,4,4287868494344120,4580787917163800,4137546038251510,2148400987288190,9,1996
Hotel Vincci Bit ,2012-05-17 12:40:32+00:00,C Josep Pla,69,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,BARCELONA,Tel.,931657420,4,4341400496029880,4584747340620610,4141157790549180,22119803428791100,5,2012
Alimara Barcelona Hotel ,1995-07-10 22:00:00+00:00,C Berruguete,126,41,la Vall d'Hebron,7,Horta-Guinardó,8035,BARCELONA,Centraleta,934270000,4,42876286229698496,4587263901003950,4143378489117590,2147351984381240,7,1995
Hotel Catalonia Mikado ,1998-02-01 23:00:00+00:00,Pg Bonanova,58,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8017,BARCELONA,Centraleta,932114166,3,4270389467587430,4583889979523770,4140324278618560,21271274360697000,2,1998
Hotel chic&basic Velvet ,1997-09-05 22:00:00+00:00,C Consell de Cent,74,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,BARCELONA,Tel.,934234647,3,42893822987330600,4581209439081090,4137927026629750,21501616512525000,9,1997
Hotel Ofelias ,2012-08-09 12:12:22+00:00,C Llança,24,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,BARCELONA,Tel.,934233898,4,4289300060114410,458093407676718,4137678944721750,2150095600328650,8,2012
Hotel Duquesa de Cardona ,2011-05-31 16:12:02+00:00,Pg Colom,12,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Informació i reserves,932689090,4,4314831881197940,4581252282188310,4137987687800610,21805893026700000,5,2011
Aparthotel Arai ,2013-04-24 12:45:14+00:00,C Avinyó,30,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933203950,4,4312132837213080,4581363605046940,413808565020251,21773491271715400,4,2013
Midmost Hotel ,1999-06-02 22:00:00+00:00,C Pelai,14,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Reserves,934922244,4,43026549882199000,4581914937472120,41385740590399000,21659518396428100,6,1999
Hotel Sunotel Central ,2013-10-17 12:08:22+00:00,G.V. Corts Catalanes,570,10,Sant Antoni,2,Eixample,8011,BARCELONA,Tel.,934527374,4,42991231229013104,4581747747030660,4138420406769880,216174738288558,10,2013
Hotel Catalonia Portal de l'Angel ,1998-06-12 22:00:00+00:00,Av Portal de l'Àngel,17,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Centraleta,933184141,3,4308511351332990,4581894173795030,41385604131533400,2172957914254080,6,1998
Hotel Ciutat Vella ,2008-06-03 09:31:13+00:00,C Tallers,66,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,934813799,3,43031591034815296,4581836663246370,4138503996792910,2166563720114080,6,2008
Hotel Santa Marta ,1998-03-27 23:00:00+00:00,C General Castaños,14,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,Centraleta,933194427,2,4318693942798930,45816711221785104,413836820501458,2185160503910110,3,1998
Hotel Canton ,1996-09-17 22:00:00+00:00,C Nou de Sant Francesc,40,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933173019,1,43127081321466304,4581105679576150,413785383572826,21780663307951900,9,1996
Hotel Hilton Diagonal Mar ,2005-03-29 15:55:47+00:00,Passeig del Taulat,262,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,Barcelona,Tel.,935070707,4,43467137651453904,4584375422350120,4140827149175510,2218377295428620,3,2005
Hotel Husa L'Illa ,2006-04-11 16:01:15+00:00,Av Diagonal,555,19,les Corts,4,Les Corts,8029,BARCELONA,Tel.,934942500,4,4277151435128670,4582384607353540,4138974559970470,21353959606306400,4,2006
Hotel Best Western Premier Hotel Dante ,1996-09-17 22:00:00+00:00,C Mallorca,181,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,Centraleta,933232254,4,42948043736593600,458233288523101,4138943646417610,21565145579298400,9,1996
Hotel Glories ,1996-09-17 22:00:00+00:00,C Padilla,173,5,el Fort Pienc,2,Eixample,8013,BARCELONA,Tel.,932650808,3,4317063844703120,458361401219002,4140116726778080,218299201887239,9,1996
Hotel H10 Madison,2018-07-10 10:25:43+00:00,C Doctor Joaquim Pou,2,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,932382137,4,43106151207641104,4581951769275940,4138614093263970,2175467284308260,7,2018
Motel One Barcelona,2018-07-10 10:50:02+00:00,Pg Pujades,11,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,Tel.,936261900,1,4318328164900510,4582388995165960,413901446312642,2184642301079100,7,2018
Hotel Spa Senator Barcelona ,2001-08-31 22:00:00+00:00,C Cardenal Reig,11,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,Centraleta,932609900,4,4258996074660390,4580989759572900,4137701761496100,21138532534292800,8,2001
Hotel Room Mate Anna ,2017-06-19 15:12:10+00:00,C Aragó,271,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Reserves,900818320,4,4302369019358990,4582706314744490,4139286578560710,2165518703308210,6,2017
Hotel Marina Folch ,1996-09-17 22:00:00+00:00,C Mar,16,3,la Barceloneta,1,Ciutat Vella,8003,BARCELONA,Tel.,933103709,1,4320611524802200,4581351450337030,41380819068069904,21874895443653900,9,1996
Arenas Atiram Hotel ,1996-09-17 22:00:00+00:00,C Capità Arenas,20,21,Pedralbes,4,Les Corts,8034,BARCELONA,Tel.,932800303,4,42695169891453104,4582470247353880,41390447951286200,21262550338590800,9,1996
Hotel Arts Barcelona ,1996-09-17 22:00:00+00:00,C Marina,19,3,la Barceloneta,1,Ciutat Vella,8005,BARCELONA,Informació i reserves,932211000,5,4328272078939820,4582043060740500,41387112550035104,2196573593105020,9,1996
Hotel Apartament Murmuri Residence Mercader ,2017-03-06 11:00:26+00:00,Ptge Mercader,13,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,Informació,935500600,4,4297830783551060,4582664740056160,4139245184284070,2160095605473390,3,2017
Hotel Golden Tulip ,2017-10-25 10:04:45+00:00,C Àvila,135,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,Centraleta,934 833 876,4,4323740490060070,4583500952426930,4140020540586960,2190991263312160,10,2017
Hotel Arya by Ona Hotels ,2017-10-25 11:09:38+00:00,C Sants,383,17,Sants - Badal,3,Sants-Montjuïc,8028,BARCELONA,Tel.,931317500,3,42681144063693904,4580819001438410,4137556311465470,21247770121141000,10,2017
Hotel Sunotel Aston ,2006-07-11 10:12:14+00:00,C París,101,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,BARCELONA,Tel.,933637070,3,4287209867464700,4582337977022070,413894153824004,21474311194472700,7,2006
Hotel Acta City 47 ,1996-09-17 22:00:00+00:00,C Nicaragua,47,18,Sants,3,Sants-Montjuïc,8029,BARCELONA,Tel.,933637474,4,42815663436979600,4581691557210490,4138354311730090,2140758278268040,9,1996
Hotel Barcelo Raval ,2008-09-25 10:07:02+00:00,Rbla Raval,17,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,933201490,4,43055362417563800,4581166431836580,4137902395648090,21694833518924200,9,2008
Hotel NH Barcelona Barri Gotic ,1996-09-17 22:00:00+00:00,C Ample,31,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933105100,3,4314285356378250,4581317800537740,4138046232752710,2179928349935370,9,1996
Hotel Alguer Camp Nou ,1996-09-17 22:00:00+00:00,Ptge Pere Rodríguez,20,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,Tel.,936817344,2,42623730818189000,45809920626242896,4137706938368690,2117890985340070,9,1996
Hotel  Negresco Princess ,2016-02-18 10:38:51+00:00,C Roger de Llúria,16,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,932150052,4,4308302332260540,4582431360548990,4139044060870880,21726466083354400,2,2016
Hotel Brummel ,2015-07-30 16:36:17+00:00,C Nou de la Rambla,174,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,Tel.,931258622,3,4302945428631290,4580353796716190,41371682397631904,21664787325847000,7,2015
Hotel Praktik Vinoteca ,2015-01-05 10:51:04+00:00,C Balmes,51,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,934545028,1,42997513756032896,4582319760461880,41389361473506,2162432582118680,1,2015
Aparthotel Casa Gracia ,2015-07-30 16:13:47+00:00,Pg Gràcia,114,31,la Vila de Gràcia,6,Gràcia,8008,BARCELONA,Tel.,931874497,1,42972454381581800,4583182694991100,4139711176809920,21593354055350700,7,2015
Hotel,2015-07-30 16:17:50+00:00,Ptge Concepció,13,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,Reserves,934922244,2,4297774633635160,4582885935897020,4139444358647950,21600028001118000,7,2015
Hotel Acta Bcn 40 ,2015-07-30 16:23:51+00:00,C Joaquín Costa,40,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,933185100,2,4302480330625830,4581573396801630,41382662928864000,21657822832691100,7,2015
Hotel Ohla Eixample ,2016-04-27 06:43:14+00:00,C Còrsega,289,7,la Dreta de l'Eixample,2,Eixample,8008,BARCELONA,Tel.,937377977,5,4294800952517800,4582893453761800,4139448527637070,2156445196720720,4,2016
Hotel Catalonia Placa Catalunya ,1996-09-17 22:00:00+00:00,C Bergara,11,7,la Dreta de l'Eixample,2,Eixample,8002,BARCELONA,Centraleta,933015151,4,4304745447750640,4581986541816430,4138640360214880,21684436295077700,9,1996
Hotel Denit ,2015-07-30 16:21:55+00:00,C Estruc,24,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,935454000,3,43082185738522200,4582053153237660,4138703349318340,217258962486306,7,2015
Hotel Colonial Barcelona ,2015-07-30 16:29:55+00:00,Via Laietana,3,2,el Barri Gòtic,1,Ciutat Vella,8003,BARCELONA,Tel.,933192252,4,4314938169596200,4581531365466570,41382391407459696,218068485341705,7,2015
Hotel Barcelona House ,2015-07-30 16:32:30+00:00,C Escudellers,19,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933437167,3,43111154674220200,4581208596539180,41379451681205400,2176150150421480,7,2015
Hotel Eurostars Monumental ,2005-07-04 12:49:22+00:00,C Consell de Cent,498,5,el Fort Pienc,2,Eixample,8013,BARCELONA,Tel.,932320288,4,4313368650719020,4583558379657810,4140063473117330,2178578140968590,7,2005
Hotel Catalonia Magdalenes ,2018-08-10 13:26:32+00:00,C Magdalenes,13,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,934813517,4,43098924377918600,4581950489273690,4138612320758980,2174603157517080,8,2018
Hotel Room Mate Gerard ,2018-08-10 14:01:31+00:00,C Ausiàs Marc,34,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Reserves,900818320,4,43112690831574400,4582562234332640,4139164480735700,2176179963865450,8,2018
Hotel Barcelona 1882 ,2018-08-13 07:18:23+00:00,C Còrsega,482,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8025,BARCELONA,Tel.,933478486,4,43057365940906800,4583937595803480,4140398466309080,21694052821596200,8,2018
Hotel Wilson Boutique,2006-03-23 16:42:51+00:00,Av Diagonal,568,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,Tel.,932092511,4,4289432704696080,4582888917693670,41394397169069000,2150024939104460,3,2006
Hotel NH Collection Constanza ,2006-12-12 09:44:25+00:00,C Deu i Mata,69,19,les Corts,4,Les Corts,8029,BARCELONA,Tel.,932811500,4,42779054379951200,4582293766256010,413889342026126,2136308559177160,12,2006
AC Hotel Barcelona Forum ,2004-04-27 08:02:02+00:00,Passeig del Taulat,272,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,Barcelona,Informació i reserves,934898200,4,43469989938739904,45845897286359696,41410204014174304,221869540018755,4,2004
Hotel Barcelona Condal Mar by Melia ,2005-06-07 09:50:02+00:00,C Cristóbal de Moura,138,71,Provençals del Poblenou,10,Sant Martí,8019,BARCELONA,Tel.,933077727,4,4339008009023740,45848714313640704,4141267591709270,22091044174393300,6,2005
Sercotel Amister Art Hotel ,2004-10-27 14:58:20+00:00,Av Roma,93,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,BARCELONA,Tel.,933633468,4,4290552466166700,4581773188603610,4138435808692930,215149492306307,10,2004
Hotel Market ,2006-05-18 07:49:36+00:00,Ptge Sant Antoni Abat,10,10,Sant Antoni,2,Eixample,8015,BARCELONA,Tel.,933251205,3,4298097234017940,4581199654358670,41379258633085296,2160584026300660,5,2006
Grand Hotel Central Barcelona,2005-06-08 11:39:27+00:00,Via Laietana,30,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,Tel.,932957900,5,4312443513265110,4581817391624520,4138494628095660,2177669150538510,6,2005
Hotel Advance ,2006-02-03 10:37:00+00:00,C Sepúlveda,180,10,Sant Antoni,2,Eixample,8011,BARCELONA,Centraleta,932892892,4,4300035444233140,4581651173992030,4138334220886490,2162849568798420,2,2006
Hotel Soho House ,2017-03-06 10:51:21+00:00,Pl Duc de Medinaceli,4,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,932204600,5,4313782761714350,4581097449678310,4137847340463960,2179352287617740,3,2017
Hotel Ibis Styles Barcelona City Bogatell ,2017-03-06 11:06:28+00:00,C Llull,71,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8005,BARCELONA,Tel.,934833748,2,4325711652131940,4582889896427000,4139471834982290,21934171870381800,3,2017
B,2005-01-05 12:24:55+00:00,G.V. Corts Catalanes,389,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,BARCELONA,Tel.,935529500,3,4289687926403700,4580905267056550,41376533392690400,21505627650478800,1,2005
Hotel H10 Casanova ,2006-12-22 08:24:55+00:00,G.V. Corts Catalanes,559,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8011,BARCELONA,Tel.,933964800,4,4298446709463340,4581754309952580,4138425728199810,2160937711962800,12,2006
Hotel Eurostars Angli ,2006-02-10 08:53:17+00:00,C Anglí,60,23,Sarrià,5,Sarrià-Sant Gervasi,8017,BARCELONA,Tel.,932069944,4,4267049790052530,4583880656542470,414031284407866,21231335759874700,2,2006
Nobu Hotel Barcelona ,2004-09-20 11:16:10+00:00,Av Roma,2,15,Hostafrancs,3,Sants-Montjuïc,8014,BARCELONA,Tel.,934936026,5,42829025216047800,4581270945343920,4137976674327140,21424059401050700,9,2004
Hotel REC Barcelona ,2018-01-23 11:06:38+00:00,C Rec,19,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,Tel.,935569960,3,43162877156298000,4581947616431660,41386151941935504,2182251744349460,1,2018
Hotel Grupotel Gran Via 678 ,2013-05-30 11:34:37+00:00,G.V. Corts Catalanes,678,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,931924560,4,4308420930642800,4582657622343860,4139247949702910,21727626167524300,5,2013
Hotel H10 Metropolitan ,2014-09-16 09:22:41+00:00,Rbla Catalunya,7,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,932140720,4,4304122173482430,4582144606261200,4138782184865660,2167680083804270,9,2014
Hotel SB Icaria Barcelona ,2004-10-29 10:54:15+00:00,Av Icària,195,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,BARCELONA,Tel.,932218200,4,43306909140100496,4582755427837780,4139354882137260,21993876749895000,10,2004
Hotel Medinaceli ,2005-01-14 13:18:49+00:00,Pl Duc de Medinaceli,8,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,934817725,4,4313202987411780,4581068044953560,4137820361812150,2178662335514300,1,2005
Hotel Center Gran Via ,2013-12-03 10:09:39+00:00,G.V. Corts Catalanes,573,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8011,BARCELONA,Tel.,934512898,1,4299410059902250,4581848410054250,41385113205639200,21620788861295800,12,2013
Hotel Primeroprimera ,2011-12-29 10:25:14+00:00,Carrer del Doctor Carulla,25,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017,Barcelona,Tel.,93 417 56 00,5,4272613946687200,4583561240777870,41400302135253200,21298279060862600,12,2011
Hotel H10 Port Vell ,2013-10-17 12:27:08+00:00,Pas Sota Muralla,9,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,Tel.,933103065,4,43175765441292304,4581440781404020,41381597964066704,21838501705888300,10,2013
Hotel Brustar Centric ,2014-10-17 07:42:10+00:00,Rda Sant Pere,60,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,932457844,2,43128336481444200,4582467670287110,4139080648029320,21780619495114300,10,2014
Hotel AC Irla ,2003-04-09 12:37:11+00:00,C Calvet,40,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,BARCELONA,Tel.,932416210,4,42839764276032400,458294388404235,41394843835098704,21434923809957000,4,2003
Hotel Onix Rambla ,2004-02-09 19:22:48+00:00,Rbla Catalunya,24,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,933427980,3,43030148039258304,458229935272844,4138920601219490,2166337919700020,2,2004
Hotel Catalonia Ramblas ,2006-09-20 09:53:37+00:00,C Pelai,28,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,933168400,4,43034252107539400,4581904626588620,4138565439662020,2166874143773630,9,2006
Leonardo Hotel Barcelona Gran Via ,2004-05-13 06:59:22+00:00,C Diputació,100,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,BARCELONA,Tel.,935534760,3,4293356799663940,4581411767189620,4138112756977950,21548907267364800,5,2004
Hotel Barcelona Center ,2004-05-18 07:36:19+00:00,C Balmes,103,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008,BARCELONA,Tel.,932730000,4,4297138300442660,4582587398796340,4139174920826250,21592763481264400,5,2004
BCN Urban Hotels del Comte ,1998-09-04 22:00:00+00:00,C Diputació,142,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,BARCELONA,Tel.,933231258,2,42951494018673800,4581587474512190,4138272583036510,2157013926792570,9,1998
Hotel Occidental Atenea Mar ,2003-11-14 10:46:41+00:00,Passeig de Garcia Fària,37,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,Barcelona,Tel.,935316040,4,4341182100133680,4583734455493700,414024533163308,2211829316746770,11,2003
Hotel Ciutadella Barcelona ,2012-10-17 15:24:41+00:00,Av Marquès de l'Argentera,4,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,Informació,933191944,4,43182766568117904,4581692781958710,4138387359887310,21846590429037500,10,2012
Hotel Roma Reial ,1996-09-17 22:00:00+00:00,Pl Reial,11,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933020366,1,4310847389884130,458127910184555,413800844064027,217582156576961,9,1996
Hotel Ilunion Auditori ,2005-01-14 11:10:34+00:00,C Sicília,166,5,el Fort Pienc,2,Eixample,8013,BARCELONA,Tel.,932437600,3,43155046810336200,4583033031825580,4139592129793330,218119263000691,1,2005
Leonardo Boutique Hotel Barcelona Sagrada Familia,2011-03-15 11:45:13+00:00,C Mallorca,606,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,BARCELONA,Tel.,932314258,3,4319397909810230,4584709475554270,4141105355871880,21856608397435200,3,2011
Hotel Catalonia Barcelona Golf ,2001-06-08 22:00:00+00:00,Trav Gràcia,72,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,BARCELONA,Centraleta,932386828,3,42906244624702704,4583194557737140,4139716047631680,21514145555775700,6,2001
Hotel NH La Maquinista ,2004-09-16 08:35:48+00:00,C Sao Paulo,33,59,el Bon Pastor,9,Sant Andreu,8030,BARCELONA,Tel.,932745370,3,4331569345389150,4587833938347260,4143929677845800,21998771576012700,9,2004
Hotel DingDong Putxet ,1994-10-13 23:00:00+00:00,C Ballester,11,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8023,BARCELONA,Tel.,932120350,2,428507708429676,4584172749079840,41405921529486,21446637290970300,10,1994
Hotel Room Mate Emma ,2014-07-02 11:15:37+00:00,C Rosselló,205,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008,BARCELONA,Reserves,900818320,3,42947435934801696,4582700238645580,413927445538081,2156399091968020,7,2014
Hotel HLG Citypark Pelai ,2004-10-06 10:57:55+00:00,C Pelai,1,7,la Dreta de l'Eixample,2,Eixample,8001,BARCELONA,Tel.,933427020,2,43022418921786400,4581942399195620,41385984347232800,2165454650325520,10,2004
Hotel H10 Casa Mimosa ,2016-10-21 07:16:26+00:00,C Pau Claris,179,7,la Dreta de l'Eixample,2,Eixample,8037,BARCELONA,Tel.,932142330,4,4299660674875380,4583093085915330,4139632576156080,21622346806892000,10,2016
Hotel Catalonia Rigoletto ,2011-11-08 12:47:13+00:00,C Sabino Arana,22,20,la Maternitat i Sant Ramon,4,Les Corts,8028,BARCELONA,Tel.,933391999,4,42686620386238304,4581932374583720,4138559578892900,21252974604201300,11,2011
Hotel Victoria Palace ,2014-12-22 12:52:00+00:00,C Roger de Llúria,42,7,la Dreta de l'Eixample,2,Eixample,8009,BARCELONA,Tel.,932693939,2,43064173901834000,4582624323627700,41392162332990800,21703701211751500,12,2014
Hotel H10 Art Gallery ,2014-12-22 13:03:24+00:00,C Enric Granados,62,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8008,BARCELONA,Tel.,932142030,4,4295266738566840,4582618632452660,4139201414147360,21570342889390600,12,2014
Aparthotel BCN Montjuic ,2015-07-30 16:11:23+00:00,C Sant Fructuós,64,14,la Font de la Guatlla,3,Sants-Montjuïc,8004,BARCELONA,Tel.,935035650,3,42842536507430400,4580201737810150,4137014880241200,214414786098601,7,2015
Hotel del Mar ,2005-01-14 13:25:20+00:00,Pla Palau,19,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,Tel.,933193302,3,4317742852399870,4581496228866210,4138209877451940,2184042806145200,1,2005
Hotel Casa Bonay ,2016-02-09 16:30:22+00:00,Gran Via de les Corts Catalanes,700,7,la Dreta de l'Eixample,2,Eixample,8010,Barcelona,Tel.,935458070,4,43097117978374496,4582784213135200,4139363075012310,2174292114308530,2,2016
Hotel Nuevo Triunfo ,2005-01-19 16:21:35+00:00,C Cabanes,34,11,el Poble-sec,3,Sants-Montjuïc,8004,BARCELONA,Tel.,934425933,2,4305892989623030,458051924916155,4137319805341730,2169984057580600,1,2005
Hotel The Corner ,2017-03-03 13:17:32+00:00,C Muntaner,110,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,BARCELONA,Tel.,935542400,4,42948585432479696,4582277951768140,4138894217258470,21565857382541600,3,2017
Hotel Olivia Plaza ,2006-05-08 14:25:41+00:00,Pl Catalunya,19,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Informació i reserves,933158700,4,4306897426865300,458197025701953,41386275500391696,2171019099523610,5,2006
Hotel Neri ,2003-05-16 08:22:00+00:00,C Sant Sever,5,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Tel.,933040655,5,43106139114386200,458162831943245,4138322770631590,21755026408898900,5,2003
Hotel SB Glow ,2017-10-25 10:21:28+00:00,C Badajoz,148,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,BARCELONA,Tel.,935 147 000,4,4323798459064090,4583716325327440,4140214569463320,21910365479757800,10,2017
Yurbban Passage Hotel & Spa ,2017-10-25 10:33:05+00:00,C Trafalgar,26,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8010,BARCELONA,Tel.,938828977,4,4311001686391080,4582252229351940,4138885039744960,2175895414191430,10,2017
Hotel Petit Palace Museum ,2006-07-07 11:06:26+00:00,C Diputació,250,7,la Dreta de l'Eixample,2,Eixample,8007,BARCELONA,Tel.,933040087,4,4302106302819620,4582268822007600,41388923154621296,21652548921021800,7,2006
Hotel Ciutat de Barcelona ,2006-07-11 12:07:37+00:00,C Princesa,33,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,BARCELONA,Centraleta,932697475,3,43152805054738496,4581921558665560,4138590868033250,21810501422453300,7,2006
Hotel SERHS del Port ,2004-12-13 10:12:44+00:00,Av Paral·lel,40,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,932308500,3,4308008948631990,4580720036244760,4137502470594310,2172491156193390,12,2004
Hotel Barcelona Universal ,2001-03-08 23:00:00+00:00,Av Paral.lel,76,1,el Raval,1,Ciutat Vella,8001,BARCELONA,Tel.,935677447,4,4304517502540070,4580741611962480,413751889339732,21683138995370000,3,2001
Hotel Room Mate Pau ,2012-08-09 12:36:08+00:00,C Fontanella,5,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Reserves,900818320,3,43075136506029600,4582102477741920,41387471678324304,21717409423756200,8,2012
Hotel Rivoli Ramblas ,1996-09-16 22:00:00+00:00,C Rambla,128,2,el Barri Gòtic,1,Ciutat Vella,8002,BARCELONA,Centraleta,934817676,4,4307006946249090,4581752552146290,4138431564363100,21711749776374700,9,1996
Hotel Vincci Gala ,2014-05-29 09:46:53+00:00,Rda Sant Pere,32,7,la Dreta de l'Eixample,2,Eixample,8010,BARCELONA,Tel.,935083200,4,431006499532937,4582333354541260,4138957303812840,21747659179376000,5,2014
